,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,-0.025855016,0.0020003617,-0.072190456,0.045007877,-0.013536997,0.023698427,0.04819774,0.0042013526,-0.062084734,-0.030048031,-0.069174156,-0.07950074,0.035804935,-0.021263257,0.06565326,-0.0679176,0.060894676,0.05484598,0.035818614,-0.04193163,0.075664096,-0.019100308,0.011688806,-0.034365863,-0.018018976,-0.00044002384,-0.07735209,-0.06923825,0.049799033,-0.04200944,-0.068644226,0.06810161,0.07715995,-0.008980326,0.04047475,-0.026669744,-0.06928438,0.02396375,-0.0044911653,0.032967485,0.052805565,0.058257334,-0.027078759,-0.047441054,-0.07054133,0.06642192,-0.06390557,0.05847714,0.0194702,0.08356523,0.047120474,0.016773574,-0.057870038,0.0804959,0.054986812,0.03867898,0.040116347,0.079228215,0.057288967,-0.07020585,-0.030621376,0.07344014,-0.030668605,0.06734576
1,-0.015889496,-0.029673185,-0.08356203,-0.057793472,0.010776676,-0.06907031,-0.07717557,-0.029142618,-0.023744132,-0.063291565,-0.078469686,-0.0019088537,0.075302236,0.03869146,0.07538939,-0.06425035,-0.059456572,0.06767989,0.06964765,-0.023466773,-0.040501483,-0.02256088,-0.027696889,0.0408535,-0.026407085,0.008921124,0.048092984,0.041324295,-0.0071482062,0.058039702,-0.08078752,0.010184236,0.025429197,-0.040939618,-0.040576085,-0.051785663,-0.06651174,-0.03185665,0.05229,-0.01608339,-0.06654777,0.055757053,-0.019574426,-0.027498465,-0.017921291,0.021453738,-0.07100291,-0.05913706,-0.07464628,-0.027285486,-0.04290296,0.0027173385,-0.083620735,0.029469512,0.011366084,-0.07470406,-0.07532245,0.04079976,0.06214025,0.002831392,0.031933762,0.0053986683,0.027058683,-0.012737647
2,-0.03197078,-0.032210097,-0.059091277,-0.06928592,-0.049872477,-0.021233134,-0.0069071054,0.03502117,-0.075164415,-0.019481048,0.06719547,0.041362755,0.005986668,0.007505402,0.03435473,-0.07255255,0.016126469,0.032709762,-0.05024343,-0.0056284964,0.0577131,0.020183548,0.016890034,-0.045580715,-0.061224062,0.018022127,0.053447254,-0.08249935,0.007911004,-0.062052846,-0.06278475,0.07472698,0.058660023,-0.06590172,-0.03389181,0.030046709,-0.060819175,-0.043800753,-0.05985897,-0.068063945,-0.07831049,0.00037119538,-0.05610877,-0.031920545,-0.04485808,-0.041719086,0.06172701,0.034340434,0.06868286,-0.066243246,0.03993313,0.021482877,-0.06543879,0.02149266,0.027199835,-0.08150756,-0.028035853,0.012995414,0.026689574,-0.030736893,0.05818107,-0.08039466,-0.003634587,-0.07985002
3,0.028242737,-0.02804881,-0.034483645,-0.07567445,-0.05878111,0.05897949,0.005130194,-0.012669802,-0.08176517,-0.074321054,-0.07004247,-0.030802451,0.06973945,-0.08352074,0.068374164,-0.025988441,-0.07435571,-0.051401492,0.03580235,-0.06715157,0.02972892,0.0037068874,0.081543036,-0.0045630857,0.0677573,0.0588642,0.02982907,-0.045669135,-0.07410193,0.043512948,-0.05437283,0.033689454,0.061802946,-0.052739847,0.008419514,-0.011740245,-0.014302805,0.035648383,-0.08333832,0.039806888,-0.042941265,-0.005649768,-0.04607637,-0.04436748,-0.019286275,0.07972839,0.018451557,0.008711331,-0.06706249,0.017165527,-0.061661415,-0.06307638,0.021544762,-0.07269515,0.055625774,-0.046254355,0.04642544,0.06604513,0.06743807,-0.050953932,-0.07112488,0.024906069,-0.06203203,0.03547463
4,-0.070019506,-0.06736283,0.0007211864,-0.009165958,-0.003220901,-0.03904717,0.055771656,0.020917736,-0.057366766,-0.046356272,-0.022937812,-0.019451305,-0.058729548,0.012572899,-0.077404454,0.056599207,-0.031152025,-0.06993247,-0.07183743,-0.039689764,0.06872449,0.07930132,0.06273385,0.018821992,0.07743337,-0.0052349195,0.022629611,0.06751653,0.049843602,0.040076822,0.07271322,0.0079049915,0.026701972,-0.07356427,0.029203981,0.048834123,0.011661008,0.024917714,0.040944614,-0.06355712,-0.055041775,-0.024084583,-0.048777707,0.002415277,-0.040948663,0.07693993,-0.020134374,0.009166293,-0.039041094,0.07643501,-0.074091464,-0.04547222,-0.061129283,0.052807234,-0.045419857,-0.022319,0.064115115,0.019305706,0.027943723,-0.027157474,0.05943475,0.082890786,0.058257155,0.034502216
5,0.049327873,-0.047590964,0.056644075,0.033279374,-0.026003264,0.06922645,-0.07687643,-0.024131712,0.07332497,-0.004510075,0.011615343,-0.06211768,0.041259892,0.05646997,-0.022314027,-0.071060285,-0.03664306,0.02246406,-0.056741178,0.012864299,-0.030961286,0.009694681,0.053194918,0.018928677,-0.030106008,0.065591015,0.011302128,0.010028273,-0.077076115,0.053460233,-0.051929757,-0.043608285,-0.04114841,0.029584646,-0.01330512,0.0046590418,0.022108585,0.016074866,-0.007141061,0.047012024,0.03404569,-0.015665084,-0.013672404,0.07693874,0.04348766,0.027362816,0.008050531,0.021514885,-0.06043661,0.02089256,0.017812595,-0.039213445,-0.060104802,0.031132355,-0.071031466,0.05549606,0.0015286729,0.08276381,0.07358085,-0.028505456,-0.055088744,-0.041623868,0.056972273,-0.08107147
6,0.053150006,0.05726055,0.07264016,0.009169586,0.036123566,0.028314196,0.059243955,-0.02905602,-0.071015045,0.044672556,-0.050129518,0.047598846,-0.05416484,-0.0032519028,0.047929652,0.0619333,-0.05560307,-0.051186886,-0.030915879,0.06607442,0.0136857405,-0.059164755,-0.057564706,0.08122683,-0.059408944,-0.008644149,0.0144636035,-0.06903989,-0.04587115,0.03556726,0.012669586,0.02710417,-0.0456771,0.07878124,-0.03419281,-0.008591667,0.065175615,-0.05299677,0.01557456,0.019644894,0.03143181,0.06533932,0.050539963,0.06986462,0.053996958,-0.07030994,-0.081200905,0.015234709,-0.013298601,0.037218153,-0.013745561,0.052868716,-0.021172151,0.026254646,-0.01275295,-0.07562171,-0.07258277,-0.020285308,0.0026273727,0.06610086,0.012978271,-0.010900073,0.0424925,-0.015284546
7,0.057129152,-0.06024934,-0.07704393,-0.06448595,0.013165139,0.00044429302,0.0068861097,-0.00287728,0.013839804,-0.080123864,-0.057630107,-0.041409303,-0.036675893,0.06954477,0.07230387,0.07073923,-0.04874941,0.012821697,-0.02421518,0.08173955,-0.0050999075,-0.06749515,0.07886062,0.048362233,0.07113475,-0.07605459,-0.015270308,0.0149884,0.08311365,0.05173274,-0.01570201,0.026209489,0.052350663,0.028173812,0.03257987,0.045895167,-0.045236796,0.069610514,-0.045737524,-0.034264848,-0.05908548,-0.06837255,0.02743148,-0.08131853,0.023383044,-0.015511245,-0.08299222,0.0351924,0.0805502,0.059439622,0.022004738,-0.023590494,0.08103473,0.016419567,-0.0057182163,-0.016091913,0.074580364,-0.015279517,0.07369604,0.062090404,-0.05108629,-0.013581596,-0.055956755,0.07823943
8,0.023537807,0.060623877,-0.048292663,-0.010146953,0.0017499998,0.0548399,-0.07550691,-0.025965258,-0.05868862,-0.05369253,0.079651095,0.052158304,0.071947716,-0.06517597,0.03663189,-0.07292213,0.067078345,-0.024062581,0.0025790632,0.035387374,0.05183538,0.052915923,0.08382537,0.022431143,-0.06690352,-0.006155029,0.047131144,0.0038800612,-0.082506694,-0.07039766,0.061771043,0.071195714,-0.0025407225,-0.06193769,0.065538965,0.08152356,0.017000794,0.059880085,-0.012764126,0.07496234,0.017425455,0.01129096,-0.04035769,0.08242559,-0.011641093,0.06345736,-6.792694e-05,-0.024567042,0.03492152,-0.018009052,-0.03930618,0.055388607,-0.0288283,0.0790079,-0.017744228,0.004617654,-0.064275675,0.0027651116,0.00269825,0.009243324,-0.07888047,0.046950437,-0.05041275,0.077503465
9,0.083702736,0.05020424,0.04869289,-0.016992234,0.036955677,-0.0053090006,0.0045650303,-0.037936635,0.021431312,-0.028390583,0.0401728,0.032492347,-0.0077446327,-0.017446391,-0.014294885,0.052589886,0.06961141,0.00069618225,0.026445031,0.02060137,-0.018492572,0.015331775,-0.048772633,0.0035924092,-0.018808007,-0.06895048,-0.04009457,-0.06935417,0.051646106,-0.008447476,0.06422671,-0.048849504,0.01724448,-0.019504674,0.08408127,0.015853599,-0.033225186,0.032217517,-0.049440198,-0.033424955,-0.082410045,-0.07385817,-0.067610785,-0.08202678,-0.012195066,-0.021915939,-0.01036974,-0.012187868,0.05256305,-0.021312527,0.040658608,0.010875404,-0.017950825,-0.0022882074,-0.024315152,-0.032382365,0.0066838935,-0.049693428,-0.07996469,-0.08185926,-0.02052474,-0.026386008,-0.035842296,0.0035807788
10,0.044660084,-0.047835853,-0.043413635,0.031452365,-0.080994,0.061159812,-0.060775295,-0.031657286,-0.035300937,0.029625133,-0.028981075,-0.061544277,-0.011006765,-0.050922826,0.048873223,-0.060372274,0.010709353,0.05101732,0.02100198,-0.073358566,0.027795695,0.078534104,0.019453935,-0.061266556,-0.0056451783,0.021397159,0.074577354,0.025334299,-0.033684183,0.067670755,0.05951249,-0.05195601,0.019128568,0.022941664,-0.048765313,0.048752554,0.06264987,0.015624739,-0.009137638,-0.0015909076,-0.07338927,0.072074704,-0.03364229,-0.00055882335,-0.0827879,0.023846231,-0.018668808,0.071938165,-0.03890763,0.019900598,0.0026006997,0.067147054,-0.010592669,0.049655445,0.06773581,-0.013660856,0.07081968,-0.058661282,0.012840249,-0.03774473,-0.04911842,0.023597293,0.072713636,0.0603017
11,-0.051260225,-0.06658216,-0.0066367686,-0.011224858,0.019273363,-0.001995027,-0.051321473,0.06935076,-0.056849815,0.080492444,0.042247467,-0.01373449,0.07457579,-0.06893507,0.05796153,0.0013267025,-0.027985599,0.051638626,0.025254816,0.07377813,-0.051325627,-0.0050807744,0.04361049,-0.014040448,0.07024213,-0.0803722,-0.053396843,0.029727295,-0.052907445,-0.04754139,0.04141911,0.059765093,-0.07276388,0.032151774,0.015094183,-0.037196998,0.030099086,-0.008338451,-0.010914668,-0.03146147,0.06893817,0.020004258,-0.048145622,-0.008131973,-0.059943125,-0.05298582,-0.08085167,-0.04748319,-0.04784201,0.067997076,-0.011050701,0.053048126,-0.019938998,0.042301975,0.036115125,0.035291128,-0.072812416,-0.0017263368,0.00355082,-0.041791867,0.044305272,0.0073338747,0.07781597,0.0024564266
12,-0.12030828,0.06603047,0.026134241,0.05739952,-0.1295892,0.020892022,0.10403135,-0.00026747255,0.06802389,0.05399909,-0.027721636,0.081437014,0.0014889607,-0.011170447,-0.012659577,-0.038964342,0.11629262,-0.030179393,-0.007489396,-0.022451462,0.10188558,-0.032979973,0.04664332,0.056491513,-0.02561918,0.012254465,-0.014659503,-0.050856713,0.02705297,-0.083297566,-0.020408183,-0.06214064,0.0043134047,0.000463531,0.015837334,-0.028393796,-0.08560473,0.08337076,0.030899733,0.104216345,0.10946698,-0.025171004,0.078192115,0.0030464008,0.024923747,0.07224662,0.047060404,0.03497337,-0.09697442,0.015857374,0.03356042,0.0021398396,-0.019981254,-0.055755716,0.023373216,0.057735648,-0.019245265,0.12177138,0.03649904,-0.033147227,0.019944493,0.038006693,0.021556903,-0.011962921
13,-0.060637325,0.030152405,-0.02058069,0.039702114,-0.08839761,0.01465607,0.078306116,0.032239024,0.009541848,0.020656437,0.03932551,-0.0044282973,-0.047228076,-0.07126541,0.019501096,-0.039930664,0.007523516,-0.07482561,-0.12523933,-0.10932818,-0.03589098,-0.0057212273,0.059986234,0.087683305,0.11594768,-0.062511146,-0.017837584,-0.085704185,0.025114734,0.03607415,-0.03807746,-0.13068832,-0.092300326,-0.0043365182,-0.03737787,0.023294915,0.0027925123,0.020174272,-0.012780834,-0.05193209,-0.0049984916,-0.024675809,0.05665566,0.055445723,-0.0032482168,-0.016166473,0.05987223,-0.12904015,0.008600041,-0.018831337,0.0028588416,0.023234392,0.052241556,0.045035645,0.002892762,0.074163586,-0.024219869,-0.002368233,0.091001056,0.0015187323,0.08092068,-0.037889645,-0.0034905327,-0.0027801786
14,-0.050068572,-0.028238242,0.06289638,0.053545076,0.06506354,0.02390702,-0.057385195,-0.008074483,-0.021405276,0.010302737,-0.026545215,0.070657544,0.04117131,0.01617574,-0.04347651,0.03612613,-0.01863859,-0.021281725,0.021472342,-0.025267547,0.08265271,0.07387524,-0.0136194145,-0.009020108,-0.07375076,-0.033172224,0.059818238,0.024755524,0.013063806,0.031871136,-0.03634944,-0.041425485,0.091830604,0.037756354,-0.07328917,0.08745962,-0.029348904,-0.013857388,0.025777113,-0.057920404,0.016117329,0.061365798,-0.022739561,0.039430417,-0.06791281,-0.019371148,-0.017108716,-0.025772074,0.057833355,0.051130664,-0.040122584,0.09494966,-0.017924428,-0.059916385,-0.06394121,-0.016558342,0.018917756,0.062165055,0.04082276,0.015270393,0.03507941,0.06810317,-0.05833415,0.057487257
15,0.06931663,0.044112265,-0.024876468,0.055963434,-0.058404017,0.030442642,-0.015636776,-0.053678825,0.067741096,0.011112012,-0.019326178,-0.060133964,0.054044686,-0.07268344,-0.011962979,-0.0026053786,-0.08155669,0.037657995,-0.05116639,-0.07423842,-0.0053695464,0.019610362,-0.05418891,0.043947723,0.047041632,-0.06913638,-0.08447995,0.07254413,-0.007932387,0.05587928,-0.0749844,-0.076799,-0.027150469,0.08721404,-0.06509744,-0.024257217,0.04380341,-0.0218296,-0.05301989,0.03720298,0.004120598,-0.085776925,0.05922586,-0.08302667,0.045795873,-0.04074482,-0.0746246,-0.009242532,-0.024290547,0.026974684,0.015965693,0.056779243,-0.07262661,0.06803396,0.07476399,-0.04835882,0.06692766,-0.0243894,-0.06247723,-0.027004242,0.07374002,0.025965372,0.0190304,0.0528436
16,0.075361736,0.013027824,-0.0725372,0.022370502,0.0067560524,0.03370516,0.012977749,-0.048373923,0.0017392486,0.050185718,0.07865674,-0.048804943,-0.050491568,0.02995959,0.02845829,-0.00427562,0.07737269,0.053261153,0.015439592,-0.021789111,-0.055478267,-0.04688638,0.012300052,-0.03732314,-0.016398028,-0.0493172,-0.017583124,-0.02043473,0.06223633,0.0773331,0.016766556,0.006700039,0.030189157,-0.010979325,-0.054532725,0.05272729,-0.04173391,-0.014139302,0.074203216,0.07718419,-0.026172988,-0.05816234,0.08409449,0.054017074,-0.06328122,-0.071523495,0.031957783,-0.020805866,0.0547413,-0.044739336,0.061880253,-0.084011585,0.038892426,-0.061687768,0.04657563,0.05807861,0.048836805,-0.05786583,-0.0832879,-0.009786911,0.023010388,0.001557596,0.049118258,-0.04028782
17,-0.06168382,0.024250977,0.0057178736,-0.004761368,0.043810494,0.015335023,0.055162407,-0.082728796,-0.05193565,-0.0668333,-0.04040881,-0.053166695,0.008670665,0.055429347,0.034617648,-0.047195345,0.051173367,-0.06512357,-0.049157865,0.06547534,-0.05294226,-0.07953504,0.021935113,0.035277233,-0.006654136,-0.030287165,-0.065278456,-0.0064136162,-0.05601459,0.07121634,0.01736942,-0.05301504,0.027835809,-0.020157099,-0.043556366,0.028925486,-0.08289058,0.03306467,0.034081288,-0.018161103,0.05073967,0.014394298,-0.055360828,-0.06413479,-0.016104847,-0.0055412725,0.02158209,0.0475085,-0.036196485,-0.0017720163,0.034918793,0.06775909,0.0025428087,-0.009245649,0.0642148,-0.08184396,-0.048451535,-0.06704448,0.00070406497,0.018592663,0.05325926,0.06306038,0.04803949,0.013481244
18,-0.016733445,0.021906957,0.03814344,0.04947544,0.03817623,-0.05360445,-0.004392937,-0.024139713,-0.005215466,0.057214968,0.016137473,-0.05401469,-0.037427064,-0.009873465,-0.0029673874,0.055858128,-0.06433586,0.04961229,0.06476583,-0.021202773,-0.0030887574,-0.034670033,-0.06362921,0.014670968,0.0035606474,0.008928247,-0.06339798,-0.06091524,-0.003999546,-0.08130603,-0.010689035,0.03985221,-0.08134538,-0.011408582,-0.023386657,0.05058428,0.07557062,-0.03667479,0.059753187,-0.05903769,-0.02187284,0.015025422,-0.055248663,0.062990464,-0.032561254,0.022941463,0.037868068,-0.0038386658,-0.034621865,0.0623148,0.07487633,0.06394968,-0.08352982,-0.020323187,-0.056038536,0.07807834,-0.0771586,-0.042146817,0.04253035,-0.060222067,-0.035717677,0.02852559,-0.02801273,0.05134698
19,-0.07362571,0.080098026,0.059622966,-0.006999336,0.058448844,-0.050179474,-0.05517041,0.07307074,0.037445217,-0.029208656,-0.0735323,-0.042163443,0.057629548,-0.003603503,0.01649417,-0.026053,-0.023212261,0.073858716,0.025437877,0.06542767,0.052836828,0.020748891,0.01316113,0.0005161688,0.051254578,-0.045221575,0.0037491024,-0.004459679,-0.04474094,-0.047739953,0.017006211,-0.0054051057,-0.07506274,-0.030768078,0.07874072,-0.074684344,-0.06832219,0.079118796,0.04270553,0.06651396,0.029258274,-0.07339444,-0.06869519,-0.008012302,0.04191228,-0.067199804,-0.06685105,0.032173455,0.077205054,0.056699567,0.06469277,0.028774954,-0.022594452,0.031155072,-0.057887167,-0.0033387989,-0.023686055,-0.045200557,-0.060508445,0.060816072,-0.025999974,0.016164012,0.0065191463,0.059151225
20,0.0017623305,0.0736291,-0.06074762,-0.030929558,-0.07782845,0.018899478,-0.07521251,-0.033851236,-0.036606986,-0.01913593,7.8454614e-05,0.024797328,0.05928663,0.06363056,0.041119374,-0.009709075,0.002951242,-0.060237966,-0.037526958,-0.08175002,-0.00023724884,0.08017356,0.006681651,0.04723821,0.05377806,0.004453726,-0.012970589,0.0032260492,0.06316934,-0.026973873,0.07567509,-0.045218606,-0.006529376,0.03842736,0.0830377,-0.009939067,0.00010950118,0.020725004,-0.027965643,-0.02649356,-0.023263358,-0.051035974,-0.00029622763,0.05258546,0.02065441,-0.014145136,-0.060174055,-0.058781512,0.06772243,0.0071875528,0.042140476,0.008125134,-0.045209482,-0.051574245,0.005996458,0.069943674,0.07255579,-0.0436859,-0.043476667,0.07285967,0.0028204843,0.02435819,-0.057105392,-0.0035669059
21,0.046021737,0.045420684,0.042399548,-0.05743824,0.06926196,0.033508383,0.017390579,0.010679707,-0.01583182,-0.029822614,0.037341267,0.0059342086,-0.017865114,-0.025492206,-0.029404093,0.059702672,0.05712367,-0.015739031,0.06358557,0.04016394,-0.065757304,-0.016462341,-0.070617855,-0.027318794,0.018140629,-0.05262283,0.07181,-0.04486572,0.026781105,-0.058456603,0.06350707,-0.058874063,0.06109736,0.012695111,-0.052572433,-0.014519796,-0.0036698803,-0.013671063,-0.015707746,-0.004322529,-0.026719619,-0.07048502,-0.06515626,0.029162653,0.034088604,0.032240257,-0.061759904,0.058935724,0.06703972,-0.036479216,-0.075998954,0.0604923,0.04733699,-0.057949197,0.04374253,0.045058914,-0.0005812496,0.06681634,-0.068562545,-0.024048865,0.068173,0.022131525,-0.05410646,-0.0013202056
22,0.018474877,0.0067037493,-0.077017315,-0.061894752,-0.064893365,-0.008596301,-0.05077771,-0.05160988,0.07533435,0.0197196,-0.026198655,-0.010671243,0.0370885,0.022960335,0.071209796,0.02301731,0.047510378,-0.08080394,0.06791187,0.01655566,0.04407809,0.06529606,0.076435916,0.06973074,0.032215253,-0.018498965,-0.06339553,-0.04467055,0.024534352,0.07323723,0.022099182,0.021155901,0.009087764,0.037877753,-0.026552822,-0.01088611,0.010517791,0.08214534,0.042108156,-0.06898572,0.013778672,0.045372345,-0.043384116,0.08118849,-0.0344745,0.006555386,-0.06698847,0.006350927,0.038218208,0.06050662,0.058737583,0.07570889,0.074683346,-0.029675934,-0.05243736,-0.012275189,-0.06467856,0.054968692,0.04730422,-0.03436889,0.046911143,-0.03676935,-0.08396481,-0.049081035
